kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 202 : 40234 473413 0 0 0 0 0 0 0 
_1.ptx 203 : 40234 1358412 0 0 0 39977 18921 0 0 
_1.ptx 205 : 40234 465509 0 0 0 0 0 0 0 
_1.ptx 206 : 40234 1003097 0 0 0 39998 18921 0 0 
_1.ptx 207 : 40234 529644 0 0 0 39977 18921 0 0 
_1.ptx 209 : 40234 761782 0 0 0 39998 18921 0 0 
_1.ptx 211 : 40234 283927 0 0 0 0 0 0 0 
_1.ptx 214 : 33047 362023 0 0 0 0 0 0 0 
_1.ptx 215 : 33047 360799 0 0 0 0 0 0 0 
_1.ptx 216 : 33047 297406 0 0 0 0 0 0 0 
_1.ptx 217 : 33047 135369 0 0 0 0 0 0 4762 
_1.ptx 220 : 34047 258754 0 0 0 0 0 0 0 
_1.ptx 221 : 34047 310062 0 0 0 0 0 0 0 
_1.ptx 222 : 34047 7295 0 0 0 0 0 0 660 
_1.ptx 224 : 33047 277986 0 0 0 0 0 0 0 
_1.ptx 226 : 33047 368450 0 0 0 0 0 0 0 
_1.ptx 227 : 33047 349124 0 0 0 0 0 0 0 
_1.ptx 228 : 33047 388251 0 0 0 0 0 0 0 
_1.ptx 229 : 33047 5794185 0 0 0 0 0 0 0 
_1.ptx 231 : 33047 246295 0 0 0 0 0 0 0 
_1.ptx 234 : 1024 6688 0 0 0 0 0 0 0 
_1.ptx 248 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 249 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 250 : 1024 19008 0 0 0 0 0 0 0 
_1.ptx 251 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 252 : 1024 11328 0 0 0 0 0 0 0 
_1.ptx 253 : 1024 7488 0 0 0 0 0 0 0 
_1.ptx 254 : 1024 149504 0 0 0 0 0 0 0 
_1.ptx 255 : 1024 8320 0 0 0 0 0 0 0 
_1.ptx 256 : 1024 6256 0 0 0 0 0 0 1 
_1.ptx 257 : 24 144 0 0 0 0 0 0 0 
_1.ptx 260 : 1000 4712 0 0 0 0 0 0 0 
_1.ptx 261 : 1000 10640 0 0 0 0 0 0 0 
_1.ptx 262 : 1000 11064 0 0 0 0 0 0 0 
_1.ptx 263 : 1000 229544 0 0 0 63 32 0 0 
_1.ptx 265 : 1000 232416 0 0 0 94 32 0 0 
_1.ptx 266 : 1000 11168 0 0 0 0 0 0 0 
_1.ptx 267 : 1000 8296 0 0 0 0 0 0 0 
_1.ptx 268 : 1000 12 0 0 0 0 0 0 2 
_1.ptx 269 : 998 7319 0 0 0 0 0 0 0 
_1.ptx 270 : 998 10044 0 0 0 0 0 0 0 
_1.ptx 271 : 998 2994 0 0 0 0 0 0 0 
_1.ptx 272 : 998 11265 0 0 0 0 0 0 0 
_1.ptx 273 : 998 7633 0 0 0 0 0 0 0 
_1.ptx 274 : 998 11318 0 0 0 0 0 0 0 
_1.ptx 275 : 998 11266 0 0 0 0 0 0 0 
_1.ptx 276 : 998 7656 0 0 0 0 0 0 0 
_1.ptx 280 : 29790 5517221 0 0 0 28872 2907 0 0 
_1.ptx 282 : 29790 249391 0 0 0 0 0 0 0 
_1.ptx 283 : 29790 95092 0 0 0 0 0 0 1161 
_1.ptx 285 : 14895 153676 0 0 0 0 0 0 0 
_1.ptx 287 : 14895 210760 0 0 0 0 0 0 0 
_1.ptx 289 : 14895 166717 0 0 0 0 0 0 0 
_1.ptx 290 : 14895 2518139 0 0 0 12710 2632 0 0 
_1.ptx 292 : 14895 2572887 0 0 0 4974 2632 0 0 
_1.ptx 293 : 14895 2472773 0 0 0 4577 2632 0 0 
_1.ptx 294 : 14895 167110 0 0 0 0 0 0 0 
_1.ptx 295 : 14895 2090477 0 0 0 12739 2632 0 0 
_1.ptx 296 : 14895 1602324 0 0 0 12710 2632 0 0 
_1.ptx 297 : 14895 167432 0 0 0 0 0 0 0 
