97069	      3.0735	1.0000
110862	     16.3072	0.7490
111774	     16.3375	0.7487
113332	     16.4047	0.7415
114095	     16.4551	0.7412
122868	     26.6866	0.5972
123646	     26.6664	0.5971
124784	     26.7172	0.5955
125555	     26.6986	0.5954
132397	     32.5598	0.5218
133175	     32.5067	0.5218
134149	     32.4819	0.5214
134776	     32.4663	0.5214
137102	     36.1294	0.5168
137731	     36.0970	0.5168
138566	     36.0830	0.5166
139195	     36.0512	0.5166
140694	     39.6278	0.5163
141323	     39.5806	0.5163
142114	     39.5240	0.5162
142746	     39.4770	0.5162
144126	     42.9609	0.5159
144755	     42.9004	0.5159
145254	     42.9132	0.5158
145872	     42.8566	0.5158
