kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 164 : 18345 202790 0 0 0 0 0 0 0 
_1.ptx 165 : 18345 186817 0 0 0 0 0 0 0 
_1.ptx 166 : 18345 202858 0 0 0 0 0 0 0 
_1.ptx 167 : 18345 140985 0 0 0 0 0 0 0 
_1.ptx 168 : 18345 131693 0 0 0 0 0 0 0 
_1.ptx 172 : 30046 7946513 238336 0 0 3487 1683 0 0 
_1.ptx 173 : 30046 306042 0 0 0 0 0 0 0 
_1.ptx 175 : 30046 238343 0 0 0 0 0 0 0 
_1.ptx 177 : 30046 332345 0 0 0 0 0 0 0 
_1.ptx 178 : 30046 954223 0 0 0 19113 1683 0 0 
_1.ptx 179 : 30046 183179 0 0 0 0 0 0 0 
_1.ptx 180 : 30046 242695 0 0 0 0 0 0 0 
_1.ptx 181 : 30046 178065 0 0 0 0 0 0 299 
_1.ptx 183 : 1003 5005 0 0 0 0 0 0 0 
_1.ptx 184 : 1003 10071 0 0 0 0 0 0 0 
_1.ptx 185 : 1003 12276 0 0 0 841 385 0 0 
_1.ptx 187 : 1003 7048 0 0 0 0 0 0 0 
_1.ptx 188 : 1003 10135 0 0 0 0 0 0 0 
_1.ptx 189 : 1003 11075 0 0 0 0 0 0 0 
_1.ptx 190 : 1003 11856 11872 0 0 0 0 0 0 
_1.ptx 192 : 1003 10088 0 0 0 0 0 0 0 
_1.ptx 193 : 1003 6072 0 0 0 0 0 0 0 
_1.ptx 194 : 1003 8074 0 0 0 0 0 0 0 
_1.ptx 195 : 1003 6067 0 0 0 0 0 0 0 
