1014	     14.0434	1.0000
23585	      4.5537	0.2981
50537	      3.7971	0.2906
76063	      3.6389	0.2840
102371	      3.5255	0.2703
127492	      3.4749	0.2690
155860	      3.3685	0.2620
187272	      3.2452	0.2607
212119	      3.2467	0.2592
235631	      3.2642	0.2580
264308	      3.2201	0.2563
295928	      3.1526	0.2545
318722	      3.1821	0.2497
348333	      3.1423	0.2486
369243	      3.1813	0.2448
393411	      3.1780	0.2442
417787	      3.1643	0.2443
439141	      3.1746	0.2440
458259	      3.1911	0.2446
476453	      3.2133	0.2431
497488	      3.2150	0.2433
516542	      3.2283	0.2442
540227	      3.2138	0.2441
565413	      3.1907	0.2441
592431	      3.1624	0.2439
620103	      3.1359	0.2430
647353	      3.1088	0.2426
667742	      3.1155	0.2410
696477	      3.0791	0.2409
720694	      3.0673	0.2403
745285	      3.0567	0.2396
770046	      3.0451	0.2391
794205	      3.0326	0.2390
818658	      3.0218	0.2386
847975	      2.9953	0.2375
873362	      2.9823	0.2371
901111	      2.9600	0.2367
921040	      2.9616	0.2365
945450	      2.9529	0.2359
966158	      2.9560	0.2353
987989	      2.9525	0.2348
1009995	      2.9466	0.2344
1031578	      2.9413	0.2336
1054642	      2.9326	0.2331
1079833	      2.9193	0.2327
1102188	      2.9138	0.2321
1125610	      2.9063	0.2315
1155624	      2.8825	0.2307
1187851	      2.8507	0.2302
1206703	      2.8500	0.2295
1227432	      2.8459	0.2291
1251736	      2.8348	0.2286
1271041	      2.8317	0.2282
1291159	      2.8250	0.2280
1311192	      2.8186	0.2277
1326990	      2.8219	0.2275
1342496	      2.8254	0.2272
1361328	      2.8223	0.2264
1382634	      2.8131	0.2261
1403748	      2.8058	0.2258
1423086	      2.8020	0.2254
1445017	      2.7925	0.2252
1465228	      2.7852	0.2250
1488206	      2.7733	0.2247
1511548	      2.7606	0.2240
1538113	      2.7428	0.2237
1557321	      2.7362	0.2235
1575218	      2.7293	0.2233
1597586	      2.7142	0.2231
1616633	      2.7043	0.2229
1634829	      2.6963	0.2226
1647956	      2.6950	0.2224
1660617	      2.6941	0.2218
1679708	      2.6829	0.2216
1691052	      2.6821	0.2215
1705116	      2.6761	0.2213
1715411	      2.6739	0.2212
1730842	      2.6641	0.2211
1743862	      2.6597	0.2209
1757877	      2.6519	0.2207
1769382	      2.6472	0.2206
1780385	      2.6428	0.2205
1792391	      2.6365	0.2205
1805254	      2.6295	0.2204
1816287	      2.6254	0.2203
1824134	      2.6242	0.2203
1831703	      2.6232	0.2204
