1014	     14.0434	1.0000
24898	      4.3136	0.3765
52478	      3.6566	0.3607
78685	      3.5176	0.3530
107368	      3.3614	0.3468
133720	      3.3131	0.3438
165384	      3.1745	0.3418
197915	      3.0707	0.3408
223999	      3.0745	0.3387
249286	      3.0854	0.3356
280528	      3.0339	0.3323
314890	      2.9627	0.3289
338765	      2.9938	0.3263
371068	      2.9497	0.3237
393494	      2.9852	0.3215
418807	      2.9853	0.3202
444930	      2.9713	0.3192
467059	      2.9848	0.3185
487426	      3.0002	0.3189
509813	      3.0031	0.3184
532562	      3.0032	0.3180
552372	      3.0189	0.3175
578692	      3.0002	0.3169
606219	      2.9759	0.3164
634899	      2.9508	0.3155
664348	      2.9271	0.3141
692283	      2.9070	0.3130
713586	      2.9153	0.3119
743292	      2.8852	0.3112
769554	      2.8725	0.3103
795860	      2.8625	0.3091
822703	      2.8502	0.3079
848019	      2.8401	0.3072
874290	      2.8295	0.3065
911865	      2.7855	0.3055
939046	      2.7737	0.3045
968415	      2.7543	0.3039
990494	      2.7540	0.3033
1017547	      2.7437	0.3025
1041333	      2.7426	0.3016
1066539	      2.7350	0.3007
1092571	      2.7239	0.3001
1121315	      2.7060	0.2995
1146638	      2.6973	0.2987
1174170	      2.6847	0.2978
1198233	      2.6802	0.2969
1223376	      2.6740	0.2960
1257280	      2.6494	0.2949
1293972	      2.6169	0.2942
1314008	      2.6172	0.2936
1336004	      2.6147	0.2929
1361814	      2.6056	0.2922
1382246	      2.6039	0.2916
1403232	      2.5993	0.2911
1424101	      2.5951	0.2906
1440549	      2.5994	0.2901
1458322	      2.6010	0.2896
1478678	      2.5983	0.2890
1501095	      2.5911	0.2885
1523591	      2.5851	0.2879
1544379	      2.5819	0.2873
1567634	      2.5741	0.2867
1589009	      2.5683	0.2862
1613106	      2.5585	0.2856
1637401	      2.5485	0.2850
1665270	      2.5334	0.2844
1685122	      2.5287	0.2839
1703604	      2.5236	0.2835
1727286	      2.5104	0.2831
1747354	      2.5020	0.2827
1765939	      2.4961	0.2822
1779362	      2.4959	0.2818
1795467	      2.4918	0.2814
1815025	      2.4828	0.2810
1827480	      2.4819	0.2807
1842145	      2.4770	0.2805
1852725	      2.4758	0.2803
1869181	      2.4670	0.2801
1882486	      2.4639	0.2798
1896636	      2.4579	0.2796
1908145	      2.4547	0.2794
1919386	      2.4514	0.2793
1931656	      2.4464	0.2792
1944527	      2.4412	0.2791
1956126	      2.4377	0.2789
1964098	      2.4372	0.2789
1971934	      2.4366	0.2789
