kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 175 : 31475 227853 0 0 0 0 0 0 0 
_1.ptx 176 : 31475 193718 0 0 0 0 0 0 0 
_1.ptx 177 : 31475 323615 0 0 0 0 0 0 0 
_1.ptx 178 : 31475 349265 0 0 0 0 0 0 0 
_1.ptx 179 : 31475 327299 0 0 0 0 0 0 0 
_1.ptx 180 : 31475 348893 0 0 0 0 0 0 0 
_1.ptx 181 : 31475 326617 0 0 0 0 0 0 0 
_1.ptx 182 : 31475 348888 0 0 0 0 0 0 0 
_1.ptx 183 : 31475 219062 0 0 0 0 0 0 0 
_1.ptx 184 : 31475 327339 0 0 0 0 0 0 0 
_1.ptx 185 : 31475 349204 0 0 0 0 0 0 0 
_1.ptx 186 : 31475 327036 0 0 0 0 0 0 0 
_1.ptx 187 : 31475 349069 0 0 0 0 0 0 0 
_1.ptx 188 : 31475 205948 0 0 0 0 0 0 0 
_1.ptx 189 : 31475 227733 0 0 0 0 0 0 0 
_1.ptx 193 : 51540 11734054 238336 0 0 5821 2729 0 0 
_1.ptx 195 : 51540 10311707 119168 0 0 4266 2729 0 0 
_1.ptx 196 : 51540 571144 0 0 0 0 0 0 0 
_1.ptx 197 : 51540 532216 0 0 0 0 0 0 0 
