1419	     17.7893	1.0000
27530	      1.6062	0.3798
60326	      2.0055	0.1158
100409	      4.7760	0.0799
106633	      4.8349	0.0854
108060	      4.9310	0.0859
114031	      4.9909	0.0912
152200	      5.8785	0.0816
181195	      5.5202	0.0774
209546	      4.8714	0.0778
210759	      4.9773	0.0782
211430	      5.0808	0.0787
214087	      5.0992	0.0789
239034	      4.6911	0.0804
277258	      5.0821	0.0755
296593	      5.3121	0.0738
297454	      5.3577	0.0742
317390	      5.4903	0.0718
359195	      5.7815	0.0669
384014	      5.5012	0.0668
388811	      5.4809	0.0668
389768	      5.5398	0.0669
390437	      5.5949	0.0672
407431	      5.4073	0.0673
435618	      5.2248	0.0682
471811	      5.5815	0.0686
478062	      5.5968	0.0692
478777	      5.6245	0.0692
484851	      5.6393	0.0698
524153	      5.8480	0.0695
551050	      5.7428	0.0683
565604	      5.6305	0.0683
566458	      5.6718	0.0684
567143	      5.7095	0.0684
584638	      5.5705	0.0686
614788	      5.4324	0.0689
649005	      5.6909	0.0697
655206	      5.6922	0.0702
691648	      5.8577	0.0701
721264	      5.7760	0.0687
740872	      5.6503	0.0687
741733	      5.6818	0.0687
742411	      5.7106	0.0688
745461	      5.7106	0.0688
771338	      5.5610	0.0692
810193	      5.6816	0.0685
827011	      5.7306	0.0683
827801	      5.7474	0.0685
845341	      5.7735	0.0682
888506	      5.8870	0.0667
912393	      5.7766	0.0665
916544	      5.7707	0.0665
917498	      5.7954	0.0666
918152	      5.8188	0.0667
919064	      5.8318	0.0667
940389	      5.7197	0.0667
969355	      5.6279	0.0671
1005343	      5.7831	0.0672
1010120	      5.7914	0.0674
1010710	      5.8052	0.0674
1015283	      5.8147	0.0678
1052233	      5.9200	0.0672
1079099	      5.8704	0.0664
1100826	      5.7731	0.0664
1101730	      5.7850	0.0664
1102678	      5.8056	0.0665
1103353	      5.8249	0.0665
1117899	      5.7656	0.0666
1146834	      5.6868	0.0668
1183137	      5.8138	0.0670
1189824	      5.8143	0.0673
1190279	      5.8266	0.0673
1196307	      5.8299	0.0675
1235113	      5.9118	0.0674
1261958	      5.8691	0.0667
1276239	      5.8189	0.0667
1277197	      5.8366	0.0668
1277875	      5.8533	0.0668
1278490	      5.8640	0.0668
1299838	      5.7823	0.0669
1328911	      5.7135	0.0671
1365029	      5.8250	0.0671
1369823	      5.8309	0.0674
1370413	      5.8410	0.0674
1374803	      5.8487	0.0676
1411823	      5.9260	0.0671
1436473	      5.8977	0.0662
1459943	      5.8170	0.0662
1460854	      5.8259	0.0662
1461522	      5.8425	0.0662
1462060	      5.8576	0.0663
1465858	      5.8544	0.0663
1493644	      5.7691	0.0665
1533540	      5.8455	0.0667
1548093	      5.8525	0.0667
1548696	      5.8617	0.0667
1562312	      5.8671	0.0667
1606074	      5.9329	0.0664
1630739	      5.8703	0.0663
1634792	      5.8671	0.0663
1635465	      5.8819	0.0663
1635997	      5.8955	0.0664
1638147	      5.8983	0.0664
1661363	      5.8315	0.0665
1697620	      5.8563	0.0663
1720876	      5.8953	0.0660
1722227	      5.9026	0.0662
1746660	      5.9240	0.0659
1786097	      5.9668	0.0649
1807880	      5.9117	0.0649
1809812	      5.9155	0.0649
1810486	      5.9289	0.0649
1811018	      5.9411	0.0649
1837195	      5.8670	0.0650
1865070	      5.8340	0.0651
1897935	      5.9125	0.0651
1901572	      5.9177	0.0652
1936726	      5.9686	0.0651
1965519	      5.9531	0.0645
1991670	      5.8855	0.0645
1992599	      5.8969	0.0646
1993252	      5.9077	0.0646
2015076	      5.8531	0.0646
2044838	      5.8187	0.0647
2076824	      5.8928	0.0649
2081248	      5.8949	0.0650
2081891	      5.9014	0.0650
2086152	      5.9043	0.0652
2119848	      5.9549	0.0652
2147978	      5.9437	0.0647
2172751	      5.8854	0.0647
2173418	      5.8966	0.0647
2173952	      5.9067	0.0647
2176161	      5.9087	0.0647
2197986	      5.8632	0.0648
2235418	      5.8949	0.0646
2254456	      5.9185	0.0646
2255232	      5.9247	0.0646
2275360	      5.9374	0.0645
2317521	      5.9765	0.0638
2337327	      5.9407	0.0637
2339674	      5.9427	0.0637
2340341	      5.9530	0.0638
2340870	      5.9625	0.0638
2363794	      5.9127	0.0638
2393551	      5.8804	0.0639
2426435	      5.9426	0.0640
2430196	      5.9460	0.0642
2464780	      5.9879	0.0641
2494191	      5.9719	0.0637
2517482	      5.9249	0.0637
2518170	      5.9344	0.0637
2518703	      5.9432	0.0637
2531255	      5.9209	0.0637
2558385	      5.8838	0.0639
2595496	      5.9378	0.0640
2601792	      5.9422	0.0641
2602441	      5.9474	0.0641
2608578	      5.9516	0.0642
2648758	      5.9885	0.0644
2672966	      5.9673	0.0641
2688620	      5.9398	0.0641
