1419	     17.7893	1.0000
27386	      1.6147	0.3782
60218	      2.0092	0.1190
133525	      3.5917	0.3249
139707	      3.6905	0.3232
141134	      3.7757	0.3236
147324	      3.8632	0.3218
219806	      4.0706	0.3514
249571	      4.0079	0.3187
273282	      3.7354	0.3180
274643	      3.8196	0.3184
275317	      3.9019	0.3187
277829	      3.9294	0.3187
302513	      3.7068	0.3146
367554	      3.8340	0.3060
394079	      3.9984	0.2961
394940	      4.0356	0.2963
418085	      4.1683	0.2874
490031	      4.2381	0.2824
513075	      4.1177	0.2795
516857	      4.1233	0.2794
517814	      4.1701	0.2795
518488	      4.2134	0.2797
535772	      4.1122	0.2795
564124	      4.0348	0.2714
629522	      4.1835	0.2794
638362	      4.1916	0.2788
639077	      4.2140	0.2788
645543	      4.2357	0.2775
713472	      4.2965	0.2819
762718	      4.1493	0.2765
777864	      4.0943	0.2763
778800	      4.1256	0.2764
779473	      4.1544	0.2765
797256	      4.0851	0.2764
826954	      4.0389	0.2703
888631	      4.1565	0.2760
896320	      4.1612	0.2762
964927	      4.1990	0.2855
996907	      4.1791	0.2783
1014494	      4.1265	0.2782
1015591	      4.1498	0.2783
1016263	      4.1719	0.2783
1019168	      4.1772	0.2783
1060255	      4.0458	0.2772
1125693	      4.0895	0.2758
1149526	      4.1231	0.2733
1150356	      4.1361	0.2734
1175509	      4.1522	0.2720
1265684	      4.1329	0.2815
1289235	      4.0884	0.2801
1292951	      4.0910	0.2801
1294032	      4.1093	0.2802
1294693	      4.1267	0.2803
1295444	      4.1377	0.2803
1316929	      4.0846	0.2802
1364335	      3.9989	0.2788
1436500	      4.0476	0.2860
1441619	      4.0582	0.2859
1442518	      4.0677	0.2859
1449852	      4.0721	0.2862
1511600	      4.1212	0.2886
1540345	      4.1128	0.2841
1569198	      4.0502	0.2841
1570378	      4.0588	0.2842
1571477	      4.0739	0.2842
1572165	      4.0882	0.2843
1589779	      4.0545	0.2842
1638123	      3.9815	0.2829
1709573	      4.0238	0.2883
1718928	      4.0248	0.2882
1719663	      4.0332	0.2882
1728895	      4.0343	0.2883
1801528	      4.0533	0.2926
1854138	      3.9948	0.2905
1873034	      3.9651	0.2905
1874122	      3.9778	0.2906
1874800	      3.9899	0.2906
1875683	      3.9972	0.2907
1900116	      3.9558	0.2906
1947432	      3.8991	0.2893
1999514	      3.9768	0.2878
2006553	      3.9808	0.2879
2007451	      3.9877	0.2879
2012586	      3.9955	0.2880
2085818	      4.0113	0.2902
2138558	      3.9617	0.2886
2168296	      3.9169	0.2886
2169475	      3.9232	0.2886
2170286	      3.9347	0.2887
2170830	      3.9453	0.2888
2175177	      3.9455	0.2888
2202773	      3.9121	0.2882
2267940	      3.9528	0.2874
2290887	      3.9551	0.2868
2291877	      3.9611	0.2869
2314468	      3.9606	0.2863
2388286	      3.9900	0.2861
2444756	      3.9159	0.2857
2449184	      3.9164	0.2857
2449981	      3.9266	0.2858
2450525	      3.9361	0.2858
2452970	      3.9392	0.2858
2478466	      3.9091	0.2856
2541822	      3.9115	0.2841
2573429	      3.9425	0.2829
2575179	      3.9478	0.2830
2607862	      3.9679	0.2826
2680878	      3.9756	0.2811
2707864	      3.9471	0.2809
2711041	      3.9493	0.2809
2711849	      3.9585	0.2810
2712390	      3.9670	0.2811
2741524	      3.9319	0.2810
2791366	      3.8982	0.2795
2837496	      3.9550	0.2788
2842704	      3.9587	0.2789
2890699	      3.9991	0.2785
2949336	      3.9675	0.2771
2983306	      3.9294	0.2771
2984409	      3.9374	0.2772
2985074	      3.9450	0.2772
3006753	      3.9229	0.2772
3058243	      3.8908	0.2764
3105371	      3.9412	0.2762
3112325	      3.9422	0.2763
3113111	      3.9468	0.2763
3120082	      3.9480	0.2765
3169549	      3.9829	0.2765
3228150	      3.9551	0.2746
3258142	      3.9250	0.2746
3258941	      3.9327	0.2746
3259469	      3.9398	0.2747
3262503	      3.9415	0.2747
3298102	      3.9077	0.2744
3360389	      3.9217	0.2738
3390146	      3.9361	0.2732
3391237	      3.9403	0.2732
3420368	      3.9501	0.2727
3491815	      3.9669	0.2722
3530684	      3.9331	0.2720
3533990	      3.9346	0.2720
3534792	      3.9417	0.2721
3535323	      3.9482	0.2721
3560476	      3.9257	0.2721
3615098	      3.8936	0.2715
3662613	      3.9372	0.2714
3669231	      3.9384	0.2715
3717925	      3.9699	0.2715
3780098	      3.9406	0.2707
3809787	      3.9154	0.2707
3810588	      3.9219	0.2708
3811121	      3.9280	0.2708
3825086	      3.9184	0.2707
3872017	      3.8879	0.2702
3930447	      3.9213	0.2700
3940310	      3.9239	0.2700
3941244	      3.9274	0.2701
3950987	      3.9297	0.2701
4021070	      3.9450	0.2715
4075862	      3.9136	0.2709
4093218	      3.9018	0.2709
4094297	      3.9076	0.2710
4094967	      3.9132	0.2710
4096768	      3.9157	0.2710
4140425	      3.8800	0.2710
4197626	      3.8758	0.2704
4236095	      3.9008	0.2705
4237485	      3.9043	0.2705
4272942	      3.9247	0.2700
4340890	      3.9249	0.2693
4388129	      3.8887	0.2693
4389890	      3.8914	0.2693
4390681	      3.8971	0.2694
4391224	      3.9024	0.2694
4395142	      3.9029	0.2694
4440994	      3.8706	0.2691
